Category,Condition,Alias,Relative Link
Heart and circulation,werner syndrome,,/condition/werner-syndrome
Heart and circulation,whs,wolf-hirschhorn syndrome,/condition/wolf-hirschhorn-syndrome
Heart and circulation,williams syndrome,,/condition/williams-syndrome
Heart and circulation,wms,williams syndrome,/condition/williams-syndrome
Heart and circulation,wolf-hirschhorn syndrome,,/condition/wolf-hirschhorn-syndrome
Heart and circulation,wolff-parkinson-white syndrome,,/condition/wolff-parkinson-white-syndrome
Heart and circulation,wpw syndrome,wolff-parkinson-white syndrome,/condition/wolff-parkinson-white-syndrome
Heart and circulation,wrs,romano-ward syndrome,/condition/romano-ward-syndrome
Heart and circulation,werner syndrome,,/condition/werner-syndrome
Heart and circulation,x-linked dilated cardiomyopathy,dmd-associated dilated cardiomyopathy,/condition/dmd-associated-dilated-cardiomyopathy
Heart and circulation,"xanthomatosis, cerebrotendinous",cerebrotendinous xanthomatosis,/condition/cerebrotendinous-xanthomatosis
Heart and circulation,xlcm,dmd-associated dilated cardiomyopathy,/condition/dmd-associated-dilated-cardiomyopathy
Heart and circulation,xldc,dmd-associated dilated cardiomyopathy,/condition/dmd-associated-dilated-cardiomyopathy
Heart and circulation,young-simpson syndrome,"ohdo syndrome, say-barber-biesecker-young-simpson variant",/condition/ohdo-syndrome-say-barber-biesecker-young-simpson-variant
Immune system,3-methylglutaconic aciduria type 2,barth syndrome,/condition/barth-syndrome
Immune system,"3 methylglutaconic aciduria, type ii",barth syndrome,/condition/barth-syndrome
Immune system,22q11.2 deletion syndrome,,/condition/22q112-deletion-syndrome
Immune system,a-t,ataxia-telangiectasia,/condition/ataxia-telangiectasia
Immune system,activated pi3k-delta syndrome,,/condition/activated-pi3k-delta-syndrome
Immune system,acute febrile mucocutaneous lymph node syndrome,kawasaki disease,/condition/kawasaki-disease
Immune system,ad-hies,autosomal dominant hyper-ige syndrome,/condition/autosomal-dominant-hyper-ige-syndrome
Immune system,ada deficiency,adenosine deaminase deficiency,/condition/adenosine-deaminase-deficiency
Immune system,ada-scid,adenosine deaminase deficiency,/condition/adenosine-deaminase-deficiency
Immune system,adenosine deaminase deficiency,,/condition/adenosine-deaminase-deficiency
Immune system,agammaglobulinemia,x-linked agammaglobulinemia,/condition/x-linked-agammaglobulinemia
Immune system,ags,aicardi-goutieres syndrome,/condition/aicardi-goutieres-syndrome
Immune system,aicardi-goutieres syndrome,,/condition/aicardi-goutieres-syndrome
Immune system,aire deficiency,"autoimmune polyglandular syndrome, type 1",/condition/autoimmune-polyglandular-syndrome-type-1
Immune system,aldd,nakajo-nishimura syndrome,/condition/nakajo-nishimura-syndrome
Immune system,alg12-cdg,alg12-congenital disorder of glycosylation,/condition/alg12-congenital-disorder-of-glycosylation
Immune system,alg12-congenital disorder of glycosylation,,/condition/alg12-congenital-disorder-of-glycosylation
Immune system,allergic asthma,,/condition/allergic-asthma
Immune system,alps,autoimmune lymphoproliferative syndrome,/condition/autoimmune-lymphoproliferative-syndrome
Immune system,alymphoid cystic thymic dysgenesis,"t-cell immunodeficiency, congenital alopecia, and nail dystrophy",/condition/t-cell-immunodeficiency-congenital-alopecia-and-nail-dystrophy
Immune system,amish brittle hair syndrome,trichothiodystrophy,/condition/trichothiodystrophy
Immune system,anhidrotic ectodermal dysplasia with immune deficiency,,/condition/anhidrotic-ectodermal-dysplasia-with-immune-deficiency
Immune system,ankylosing spondylitis,,/condition/ankylosing-spondylitis
Immune system,anti-phospholipid syndrome,antiphospholipid syndrome,/condition/antiphospholipid-syndrome
Immune system,antiphospholipid syndrome,,/condition/antiphospholipid-syndrome
Immune system,apds,activated pi3k-delta syndrome,/condition/activated-pi3k-delta-syndrome
Immune system,apeced,"autoimmune polyglandular syndrome, type 1",/condition/autoimmune-polyglandular-syndrome-type-1
Immune system,aps type 1,"autoimmune polyglandular syndrome, type 1",/condition/autoimmune-polyglandular-syndrome-type-1
Immune system,aps1,"autoimmune polyglandular syndrome, type 1",/condition/autoimmune-polyglandular-syndrome-type-1
Immune system,ar-hies,autosomal recessive hyper-ige syndrome,/condition/autosomal-recessive-hyper-ige-syndrome
Immune system,"arthritis, juvenile rheumatoid",juvenile idiopathic arthritis,/condition/juvenile-idiopathic-arthritis
Immune system,"arthritis, rheumatoid",rheumatoid arthritis,/condition/rheumatoid-arthritis
Immune system,as,ankylosing spondylitis,/condition/ankylosing-spondylitis
Immune system,ataxia-telangiectasia,,/condition/ataxia-telangiectasia
Immune system,ataxia-telangiectasia variant 1,nijmegen breakage syndrome,/condition/nijmegen-breakage-syndrome
Immune system,atm,ataxia-telangiectasia,/condition/ataxia-telangiectasia
Immune system,atopic dermatitis,,/condition/atopic-dermatitis
Immune system,autoimmune addison disease,,/condition/autoimmune-addison-disease
Immune system,autoimmune chronic lymphocytic thyroiditis,hashimoto thyroiditis,/condition/hashimoto-thyroiditis
Immune system,autoimmune diabetes,type 1 diabetes,/condition/type-1-diabetes
Immune system,autoimmune hyperthyroidism,graves disease,/condition/graves-disease
Immune system,autoimmune lymphoproliferative syndrome,,/condition/autoimmune-lymphoproliferative-syndrome
Immune system,"autoimmune polyglandular syndrome, type 1",,/condition/autoimmune-polyglandular-syndrome-type-1
Immune system,autoimmune thyroiditis,hashimoto thyroiditis,/condition/hashimoto-thyroiditis
Immune system,"autoinflammation, lipodystrophy, and dermatosis syndrome",nakajo-nishimura syndrome,/condition/nakajo-nishimura-syndrome
Immune system,autosomal dominant familial periodic fever,tumor necrosis factor receptor-associated periodic syndrome,/condition/tumor-necrosis-factor-receptor-associated-periodic-syndrome
Immune system,autosomal dominant hyper-ige syndrome,,/condition/autosomal-dominant-hyper-ige-syndrome
Immune system,autosomal dominant opitz g/bbb syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Immune system,autosomal recessive chronic granulomatous disease,chronic granulomatous disease,/condition/chronic-granulomatous-disease
Immune system,autosomal recessive hyper-ige syndrome,,/condition/autosomal-recessive-hyper-ige-syndrome
Immune system,bamboo hair syndrome,netherton syndrome,/condition/netherton-syndrome
Immune system,barth syndrome,,/condition/barth-syndrome
Immune system,basedow disease,graves disease,/condition/graves-disease
Immune system,bechterew disease,ankylosing spondylitis,/condition/ankylosing-spondylitis
Immune system,benign paroxysmal peritonitis,familial mediterranean fever,/condition/familial-mediterranean-fever
Immune system,berlin breakage syndrome,nijmegen breakage syndrome,/condition/nijmegen-breakage-syndrome
Immune system,bids syndrome,trichothiodystrophy,/condition/trichothiodystrophy
Immune system,bloom syndrome,,/condition/bloom-syndrome
Immune system,brittle hair-intellectual impairment-decreased fertility-short stature syndrome,trichothiodystrophy,/condition/trichothiodystrophy
Immune system,bruton's agammaglobulinemia,x-linked agammaglobulinemia,/condition/x-linked-agammaglobulinemia
Immune system,bths,barth syndrome,/condition/barth-syndrome
Immune system,buckley syndrome,autosomal dominant hyper-ige syndrome,/condition/autosomal-dominant-hyper-ige-syndrome
Immune system,c2 deficiency,complement component 2 deficiency,/condition/complement-component-2-deficiency
Immune system,c2d,complement component 2 deficiency,/condition/complement-component-2-deficiency
Immune system,c3 inactivator deficiency,complement factor i deficiency,/condition/complement-factor-i-deficiency
Immune system,c8 deficiency,complement component 8 deficiency,/condition/complement-component-8-deficiency
Immune system,canale-smith syndrome,autoimmune lymphoproliferative syndrome,/condition/autoimmune-lymphoproliferative-syndrome
Immune system,cardioskeletal myopathy with neutropenia and abnormal mitochondria,barth syndrome,/condition/barth-syndrome
Immune system,cartilage-hair hypoplasia,,/condition/cartilage-hair-hypoplasia
Immune system,catch22,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Immune system,cayler cardiofacial syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Immune system,cdg ig,alg12-congenital disorder of glycosylation,/condition/alg12-congenital-disorder-of-glycosylation
Immune system,cdg1g,alg12-congenital disorder of glycosylation,/condition/alg12-congenital-disorder-of-glycosylation
Immune system,celiac disease,,/condition/celiac-disease
Immune system,cgd,chronic granulomatous disease,/condition/chronic-granulomatous-disease
Immune system,chediak-higashi syndrome,,/condition/chediak-higashi-syndrome
Immune system,chediak-steinbrinck-higashi syndrome,chediak-higashi syndrome,/condition/chediak-higashi-syndrome
Immune system,chh,cartilage-hair hypoplasia,/condition/cartilage-hair-hypoplasia
Immune system,chronic granulomatous disease,,/condition/chronic-granulomatous-disease
Immune system,"chronic infantile neurologic, cutaneous, and articular syndrome",neonatal onset multisystem inflammatory disease,/condition/neonatal-onset-multisystem-inflammatory-disease
Immune system,"chronic infantile neurological, cutaneous and articular syndrome",neonatal onset multisystem inflammatory disease,/condition/neonatal-onset-multisystem-inflammatory-disease
Immune system,chronic lymphocytic thyroiditides,hashimoto thyroiditis,/condition/hashimoto-thyroiditis
Immune system,chronic lymphocytic thyroiditis,hashimoto thyroiditis,/condition/hashimoto-thyroiditis
Immune system,"chronic neurologic, cutaneous, and articular syndrome",neonatal onset multisystem inflammatory disease,/condition/neonatal-onset-multisystem-inflammatory-disease
Immune system,chs,chediak-higashi syndrome,/condition/chediak-higashi-syndrome
Immune system,cid due to dock8 deficiency,autosomal recessive hyper-ige syndrome,/condition/autosomal-recessive-hyper-ige-syndrome
Immune system,cinca,neonatal onset multisystem inflammatory disease,/condition/neonatal-onset-multisystem-inflammatory-disease
Immune system,classic addison disease,autoimmune addison disease,/condition/autoimmune-addison-disease
Immune system,cold hypersensitivity,familial cold autoinflammatory syndrome,/condition/familial-cold-autoinflammatory-syndrome
Immune system,combined immunodeficiency due to dock8 deficiency,autosomal recessive hyper-ige syndrome,/condition/autosomal-recessive-hyper-ige-syndrome
Immune system,combined immunodeficiency with autoimmunity and spondylometaphyseal dysplasia,spondyloenchondrodysplasia with immune dysregulation,/condition/spondyloenchondrodysplasia-with-immune-dysregulation
Immune system,comel-netherton syndrome,netherton syndrome,/condition/netherton-syndrome
Immune system,common variable immune deficiency,,/condition/common-variable-immune-deficiency
Immune system,complement component 2 deficiency,,/condition/complement-component-2-deficiency
Immune system,complement component 8 deficiency,,/condition/complement-component-8-deficiency
Immune system,complement factor i deficiency,,/condition/complement-factor-i-deficiency
Immune system,congenital agammaglobulinemia,x-linked agammaglobulinemia,/condition/x-linked-agammaglobulinemia
Immune system,congenital agranulocytosis,severe congenital neutropenia,/condition/severe-congenital-neutropenia
Immune system,congenital alopecia and nail dystrophy associated with severe functional t-cell immunodeficiency,"t-cell immunodeficiency, congenital alopecia, and nail dystrophy",/condition/t-cell-immunodeficiency-congenital-alopecia-and-nail-dystrophy
Immune system,congenital disorder of glycosylation type 1g,alg12-congenital disorder of glycosylation,/condition/alg12-congenital-disorder-of-glycosylation
Immune system,congenital disorder of glycosylation type ig,alg12-congenital disorder of glycosylation,/condition/alg12-congenital-disorder-of-glycosylation
Immune system,congenital neutropenia,severe congenital neutropenia,/condition/severe-congenital-neutropenia
Immune system,congenital telangiectatic erythema,bloom syndrome,/condition/bloom-syndrome
Immune system,conotruncal anomaly face syndrome (ctaf),22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Immune system,cree encephalitis,aicardi-goutieres syndrome,/condition/aicardi-goutieres-syndrome
Immune system,cvid,common variable immune deficiency,/condition/common-variable-immune-deficiency
Immune system,dacryosialoadenopathia atrophicans,sjögren syndrome,/condition/sjogren-syndrome
Immune system,deletion 22q11.2 syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Immune system,"diabetes mellitus, insulin-dependent",type 1 diabetes,/condition/type-1-diabetes
Immune system,diabetes mellitus type 1,type 1 diabetes,/condition/type-1-diabetes
Immune system,"diarrhea, fatal infantile, with trichorrhexis nodosa",trichohepatoenteric syndrome,/condition/trichohepatoenteric-syndrome
Immune system,"diarrhea, syndromic",trichohepatoenteric syndrome,/condition/trichohepatoenteric-syndrome
Immune system,digeorge syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Immune system,disseminated lupus erythematosus,systemic lupus erythematosus,/condition/systemic-lupus-erythematosus
Immune system,dnajc19 defect,barth syndrome,/condition/barth-syndrome
Immune system,dock8 deficiency,autosomal recessive hyper-ige syndrome,/condition/autosomal-recessive-hyper-ige-syndrome
Immune system,dock8 immunodeficiency syndrome,autosomal recessive hyper-ige syndrome,/condition/autosomal-recessive-hyper-ige-syndrome
Immune system,duncan disease,x-linked lymphoproliferative disease,/condition/x-linked-lymphoproliferative-disease
Immune system,"ectodermal dysplasia, hypohidrotic, with immune deficiency",anhidrotic ectodermal dysplasia with immune deficiency,/condition/anhidrotic-ectodermal-dysplasia-with-immune-deficiency
