Category,Condition,Alias,Relative Link,OtherAliases
Kidneys and urinary system,vasopressin defective diabetes insipidus,neurohypophyseal diabetes insipidus,/condition/neurohypophyseal-diabetes-insipidus,"['central diabetes insipidus', 'diabetes insipidus, central', 'diabetes insipidus, neurogenic', 'diabetes insipidus, neurohypophyseal', 'diabetes insipidus, pituitary', 'diabetes insipidus secondary to vasopressin deficiency', 'pituitary diabetes insipidus', 'vasopressin defective diabetes insipidus', 'vasopressin deficiency']"
Kidneys and urinary system,vasopressin deficiency,neurohypophyseal diabetes insipidus,/condition/neurohypophyseal-diabetes-insipidus,"['central diabetes insipidus', 'diabetes insipidus, central', 'diabetes insipidus, neurogenic', 'diabetes insipidus, neurohypophyseal', 'diabetes insipidus, pituitary', 'diabetes insipidus secondary to vasopressin deficiency', 'pituitary diabetes insipidus', 'vasopressin defective diabetes insipidus', 'vasopressin deficiency']"
Kidneys and urinary system,vasopressin-resistant diabetes insipidus,nephrogenic diabetes insipidus,/condition/nephrogenic-diabetes-insipidus,"['ADH-resistant diabetes insipidus', 'congenital nephrogenic diabetes insipidus', 'diabetes insipidus, nephrogenic', 'diabetes insipidus renalis', 'NDI', 'vasopressin-resistant diabetes insipidus']"
Kidneys and urinary system,vater association,vacterl association,/condition/vacterl-association,['VATER association']
Kidneys and urinary system,vcfs,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome,"['22q11.2DS', 'autosomal dominant Opitz G/BBB syndrome', 'CATCH22', 'Cayler cardiofacial syndrome', 'conotruncal anomaly face syndrome (CTAF)', 'deletion 22q11.2 syndrome', 'DiGeorge syndrome', 'Sedlackova syndrome', 'Shprintzen syndrome', 'VCFS', 'velocardiofacial syndrome', 'velo-cardio-facial syndrome']"
Kidneys and urinary system,velo-cardio-facial syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome,"['22q11.2DS', 'autosomal dominant Opitz G/BBB syndrome', 'CATCH22', 'Cayler cardiofacial syndrome', 'conotruncal anomaly face syndrome (CTAF)', 'deletion 22q11.2 syndrome', 'DiGeorge syndrome', 'Sedlackova syndrome', 'Shprintzen syndrome', 'VCFS', 'velocardiofacial syndrome', 'velo-cardio-facial syndrome']"
Kidneys and urinary system,velocardiofacial syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome,"['22q11.2DS', 'autosomal dominant Opitz G/BBB syndrome', 'CATCH22', 'Cayler cardiofacial syndrome', 'conotruncal anomaly face syndrome (CTAF)', 'deletion 22q11.2 syndrome', 'DiGeorge syndrome', 'Sedlackova syndrome', 'Shprintzen syndrome', 'VCFS', 'velocardiofacial syndrome', 'velo-cardio-facial syndrome']"
Kidneys and urinary system,vhl syndrome,von hippel-lindau syndrome,/condition/von-hippel-lindau-syndrome,"['angiomatosis retinae', 'cerebelloretinal angiomatosis, familial', 'Hippel-Lindau disease', 'VHL syndrome', 'von Hippel-Lindau disease']"
Kidneys and urinary system,visser-cost syndrome,corticosterone methyloxidase deficiency,/condition/corticosterone-methyloxidase-deficiency,"['18-hydroxylase deficiency', '18-oxidase deficiency', 'aldosterone deficiency', 'aldosterone deficiency due to deficiency of steroid 18-hydroxylase', 'aldosterone deficiency due to deficiency of steroid 18-oxidase', 'aldosterone synthase deficiency', 'CMO deficiency', 'congenital hypoaldosteronism', 'corticosterone 18-monooxygenase deficiency', 'corticosterone methyl oxidase deficiency', 'familial hyperreninemic hypoaldosteronism', 'steroid 18-hydroxylase deficiency', 'steroid 18-oxidase deficiency', 'Visser-Cost syndrome']"
Kidneys and urinary system,von gierke disease,glycogen storage disease type i,/condition/glycogen-storage-disease-type-i,"['glucose-6-phosphate deficiency', 'glucose-6-phosphate transport defect', 'GSD I', 'GSD type I', 'hepatorenal form of glycogen storage disease', 'hepatorenal glycogenosis', 'von Gierke disease', ""von Gierke's disease""]"
Kidneys and urinary system,von hippel-lindau syndrome,,/condition/von-hippel-lindau-syndrome,"['angiomatosis retinae', 'cerebelloretinal angiomatosis, familial', 'Hippel-Lindau disease', 'VHL syndrome', 'von Hippel-Lindau disease']"
Kidneys and urinary system,wagr syndrome,,/condition/wagr-syndrome,"['11p deletion syndrome', '11p partial monosomy syndrome', 'WAGR complex', 'WAGR contiguous gene syndrome', 'Wilms tumor-aniridia-genital anomalies-retardation syndrome', 'Wilms tumor, aniridia, genitourinary anomalies, and mental retardation syndrome', 'Wilms tumor-aniridia-genitourinary anomalies-MR syndrome']"
Kidneys and urinary system,wegener granulomatosis,granulomatosis with polyangiitis,/condition/granulomatosis-with-polyangiitis,"['GPA', 'Wegener granulomatosis', ""Wegener's granulomatosis""]"
Kidneys and urinary system,whs,wolf-hirschhorn syndrome,/condition/wolf-hirschhorn-syndrome,"['4p deletion syndrome', '4p- syndrome', 'chromosome 4p deletion syndrome', 'chromosome 4p monosomy', 'del(4p) syndrome', 'monosomy 4p', 'partial monosomy 4p', 'WHS']"
Kidneys and urinary system,wiedemann-beckwith syndrome (wbs),beckwith-wiedemann syndrome,/condition/beckwith-wiedemann-syndrome,"['BWS', 'Wiedemann-Beckwith syndrome (WBS)']"
Kidneys and urinary system,wilms tumor and pseudohermaphroditism,denys-drash syndrome,/condition/denys-drash-syndrome,"['DDS', 'Drash syndrome', 'nephropathy, Wilms tumor, and genital anomalies', 'Wilms tumor and pseudohermaphroditism']"
Kidneys and urinary system,wilms tumor-aniridia-genital anomalies-retardation syndrome,wagr syndrome,/condition/wagr-syndrome,"['11p deletion syndrome', '11p partial monosomy syndrome', 'WAGR complex', 'WAGR contiguous gene syndrome', 'Wilms tumor-aniridia-genital anomalies-retardation syndrome', 'Wilms tumor, aniridia, genitourinary anomalies, and mental retardation syndrome', 'Wilms tumor-aniridia-genitourinary anomalies-MR syndrome']"
Kidneys and urinary system,"wilms tumor, aniridia, genitourinary anomalies, and mental retardation syndrome",wagr syndrome,/condition/wagr-syndrome,"['11p deletion syndrome', '11p partial monosomy syndrome', 'WAGR complex', 'WAGR contiguous gene syndrome', 'Wilms tumor-aniridia-genital anomalies-retardation syndrome', 'Wilms tumor, aniridia, genitourinary anomalies, and mental retardation syndrome', 'Wilms tumor-aniridia-genitourinary anomalies-MR syndrome']"
Kidneys and urinary system,wilms tumor-aniridia-genitourinary anomalies-mr syndrome,wagr syndrome,/condition/wagr-syndrome,"['11p deletion syndrome', '11p partial monosomy syndrome', 'WAGR complex', 'WAGR contiguous gene syndrome', 'Wilms tumor-aniridia-genital anomalies-retardation syndrome', 'Wilms tumor, aniridia, genitourinary anomalies, and mental retardation syndrome', 'Wilms tumor-aniridia-genitourinary anomalies-MR syndrome']"
Kidneys and urinary system,wolf-hirschhorn syndrome,,/condition/wolf-hirschhorn-syndrome,"['4p deletion syndrome', '4p- syndrome', 'chromosome 4p deletion syndrome', 'chromosome 4p monosomy', 'del(4p) syndrome', 'monosomy 4p', 'partial monosomy 4p', 'WHS']"
Kidneys and urinary system,wolff periodic disease,familial mediterranean fever,/condition/familial-mediterranean-fever,"['benign paroxysmal peritonitis', 'familial paroxysmal polyserositis', 'FMF', 'MEF', 'recurrent polyserositis', 'Reimann periodic disease', 'Siegal-Cattan-Mamou disease', 'Wolff periodic disease']"
Kidneys and urinary system,x-linked hyperuricemia,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome,"['choreoathetosis self-mutilation syndrome', 'complete HPRT deficiency', 'complete hypoxanthine-guanine phosphoribosyltransferase deficiency', 'deficiency of guanine phosphoribosyltransferase', 'deficiency of hypoxanthine phosphoribosyltransferase', 'HGPRT deficiency', 'hypoxanthine guanine phosphoribosyltransferase deficiency', 'hypoxanthine phosphoribosyltransferase deficiency', 'juvenile gout, choreoathetosis, mental retardation syndrome', 'juvenile hyperuricemia syndrome', 'Lesch-Nyhan disease', 'LND', 'LNS', 'primary hyperuricemia syndrome', 'total HPRT deficiency', 'total hypoxanthine-guanine phosphoribosyl transferase deficiency', 'X-linked hyperuricemia', 'X-linked primary hyperuricemia', 'X-linked uric aciduria enzyme defect']"
Kidneys and urinary system,x-linked primary hyperuricemia,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome,"['choreoathetosis self-mutilation syndrome', 'complete HPRT deficiency', 'complete hypoxanthine-guanine phosphoribosyltransferase deficiency', 'deficiency of guanine phosphoribosyltransferase', 'deficiency of hypoxanthine phosphoribosyltransferase', 'HGPRT deficiency', 'hypoxanthine guanine phosphoribosyltransferase deficiency', 'hypoxanthine phosphoribosyltransferase deficiency', 'juvenile gout, choreoathetosis, mental retardation syndrome', 'juvenile hyperuricemia syndrome', 'Lesch-Nyhan disease', 'LND', 'LNS', 'primary hyperuricemia syndrome', 'total HPRT deficiency', 'total hypoxanthine-guanine phosphoribosyl transferase deficiency', 'X-linked hyperuricemia', 'X-linked primary hyperuricemia', 'X-linked uric aciduria enzyme defect']"
Kidneys and urinary system,x-linked uric aciduria enzyme defect,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome,"['choreoathetosis self-mutilation syndrome', 'complete HPRT deficiency', 'complete hypoxanthine-guanine phosphoribosyltransferase deficiency', 'deficiency of guanine phosphoribosyltransferase', 'deficiency of hypoxanthine phosphoribosyltransferase', 'HGPRT deficiency', 'hypoxanthine guanine phosphoribosyltransferase deficiency', 'hypoxanthine phosphoribosyltransferase deficiency', 'juvenile gout, choreoathetosis, mental retardation syndrome', 'juvenile hyperuricemia syndrome', 'Lesch-Nyhan disease', 'LND', 'LNS', 'primary hyperuricemia syndrome', 'total HPRT deficiency', 'total hypoxanthine-guanine phosphoribosyl transferase deficiency', 'X-linked hyperuricemia', 'X-linked primary hyperuricemia', 'X-linked uric aciduria enzyme defect']"
Kidneys and urinary system,xanthine dehydrogenase deficiency,hereditary xanthinuria,/condition/hereditary-xanthinuria,"['combined deficiency of xanthine dehydrogenase and aldehyde oxidase', 'xanthine dehydrogenase deficiency', 'xanthine oxidase deficiency', 'xanthinuria', 'XDH deficiency']"
Kidneys and urinary system,xanthine oxidase deficiency,hereditary xanthinuria,/condition/hereditary-xanthinuria,"['combined deficiency of xanthine dehydrogenase and aldehyde oxidase', 'xanthine dehydrogenase deficiency', 'xanthine oxidase deficiency', 'xanthinuria', 'XDH deficiency']"
Kidneys and urinary system,xanthinuria,hereditary xanthinuria,/condition/hereditary-xanthinuria,"['combined deficiency of xanthine dehydrogenase and aldehyde oxidase', 'xanthine dehydrogenase deficiency', 'xanthine oxidase deficiency', 'xanthinuria', 'XDH deficiency']"
Kidneys and urinary system,xdh deficiency,hereditary xanthinuria,/condition/hereditary-xanthinuria,"['combined deficiency of xanthine dehydrogenase and aldehyde oxidase', 'xanthine dehydrogenase deficiency', 'xanthine oxidase deficiency', 'xanthinuria', 'XDH deficiency']"
Kidneys and urinary system,xylitol dehydrogenase deficiency,essential pentosuria,/condition/essential-pentosuria,"['essential benign pentosuria', 'L-xylulose reductase deficiency', 'L-xylulosuria', 'pentosuria', 'xylitol dehydrogenase deficiency']"
Lungs and breathing,aat,alpha-1 antitrypsin deficiency,/condition/alpha-1-antitrypsin-deficiency,"['AAT', 'AATD', 'alpha-1 protease inhibitor deficiency', 'alpha-1 related emphysema', 'genetic emphysema', 'hereditary pulmonary emphysema', 'inherited emphysema']"
Lungs and breathing,acd,alveolar capillary dysplasia with misalignment of pulmonary veins,/condition/alveolar-capillary-dysplasia-with-misalignment-of-pulmonary-veins,"['ACD', 'ACDMPV', 'alveolar capillary dysplasia', 'congenital alveolar capillary dysplasia', 'familial persistent pulmonary hypertension of the newborn', 'misalignment of the pulmonary vessels']"
Lungs and breathing,allergic asthma,,/condition/allergic-asthma,['extrinsic asthma']
Lungs and breathing,alpha-1 antitrypsin deficiency,,/condition/alpha-1-antitrypsin-deficiency,"['AAT', 'AATD', 'alpha-1 protease inhibitor deficiency', 'alpha-1 related emphysema', 'genetic emphysema', 'hereditary pulmonary emphysema', 'inherited emphysema']"
Lungs and breathing,alveolar capillary dysplasia with misalignment of pulmonary veins,,/condition/alveolar-capillary-dysplasia-with-misalignment-of-pulmonary-veins,"['ACD', 'ACDMPV', 'alveolar capillary dysplasia', 'congenital alveolar capillary dysplasia', 'familial persistent pulmonary hypertension of the newborn', 'misalignment of the pulmonary vessels']"
Lungs and breathing,arylsulfatase b deficiency,mucopolysaccharidosis type vi,/condition/mucopolysaccharidosis-type-vi,"['Arylsulfatase B deficiency', 'Maroteaux-Lamy Syndrome', 'MPS6', 'MPS VI', 'Mucopolysaccharidosis 6', 'Mucopolysaccharidosis VI', 'Polydystrophic Dwarfism']"
Lungs and breathing,autosomal recessive distal spinal muscular atrophy 1,spinal muscular atrophy with respiratory distress type 1,/condition/spinal-muscular-atrophy-with-respiratory-distress-type-1,"['autosomal recessive distal spinal muscular atrophy 1', 'DHMN6', 'diaphragmatic spinal muscular atrophy', 'distal hereditary motor neuronopathy type VI', 'distal spinal muscular atrophy type 1', 'DSMA1', 'HMN6', 'HMNVI', 'severe infantile axonal neuropathy with respiratory failure', 'SIANRF', 'spinal muscular atrophy with respiratory distress']"
Lungs and breathing,ayerza syndrome,pulmonary arterial hypertension,/condition/pulmonary-arterial-hypertension,"['Ayerza Syndrome', 'familial primary pulmonary hypertension', 'FPPH', 'Idiopathic pulmonary hypertension', 'PAH', 'PPH', 'PPHT', 'primary pulmonary hypertension', 'sporadic primary pulmonary hypertension']"
Lungs and breathing,bartholin-patau syndrome,trisomy 13,/condition/trisomy-13,"['Bartholin-Patau syndrome', 'complete trisomy 13 syndrome', ""Patau's syndrome"", 'Patau syndrome', 'trisomy 13 syndrome']"
Lungs and breathing,beta-glucuronidase deficiency,mucopolysaccharidosis type vii,/condition/mucopolysaccharidosis-type-vii,"['beta-glucuronidase deficiency', 'GUSB deficiency', 'MPS7', 'MPS VII', 'Mucopolysaccharidosis 7', 'Mucopolysaccharidosis VII', 'Sly Syndrome']"
Lungs and breathing,cancer of bronchus,lung cancer,/condition/lung-cancer,"['cancer of bronchus', 'cancer of the lung', 'lung malignancies', 'lung malignant tumors', 'lung neoplasms', 'malignant lung tumor', 'malignant neoplasm of lung', 'malignant tumor of lung', 'pulmonary cancer', 'pulmonary carcinoma', 'pulmonary neoplasms', 'respiratory carcinoma']"
Lungs and breathing,cancer of the lung,lung cancer,/condition/lung-cancer,"['cancer of bronchus', 'cancer of the lung', 'lung malignancies', 'lung malignant tumors', 'lung neoplasms', 'malignant lung tumor', 'malignant neoplasm of lung', 'malignant tumor of lung', 'pulmonary cancer', 'pulmonary carcinoma', 'pulmonary neoplasms', 'respiratory carcinoma']"
Lungs and breathing,cchs,congenital central hypoventilation syndrome,/condition/congenital-central-hypoventilation-syndrome,"['congenital central hypoventilation', 'congenital failure of autonomic control', 'Haddad syndrome', 'Ondine-Hirschsprung disease', 'Ondine Syndrome']"
Lungs and breathing,cf,cystic fibrosis,/condition/cystic-fibrosis,"['CF', 'cystic fibrosis of pancreas', 'fibrocystic disease of pancreas', 'mucoviscidosis']"
Lungs and breathing,chops syndrome,,/condition/chops-syndrome,"['cognitive impairment, coarse facies, heart defects, obesity, pulmonary involvement, short stature, and skeletal dysplasia']"
Lungs and breathing,"cognitive impairment, coarse facies, heart defects, obesity, pulmonary involvement, short stature, and skeletal dysplasia",chops syndrome,/condition/chops-syndrome,"['cognitive impairment, coarse facies, heart defects, obesity, pulmonary involvement, short stature, and skeletal dysplasia']"
Lungs and breathing,complete trisomy 13 syndrome,trisomy 13,/condition/trisomy-13,"['Bartholin-Patau syndrome', 'complete trisomy 13 syndrome', ""Patau's syndrome"", 'Patau syndrome', 'trisomy 13 syndrome']"
Lungs and breathing,complete trisomy 18 syndrome,trisomy 18,/condition/trisomy-18,"['complete trisomy 18 syndrome', 'Edwards syndrome', 'trisomy 18 syndrome', 'trisomy E syndrome']"
